"시도별","연령계층별","시점","항목",데이터
"경기도","50 - 59세","2021","고용률 (%)",74.7
"경기도","50 - 59세","2022","15세이상인구 (천명)",2308
"경기도","50 - 59세","2022","경제활동인구 (천명)",1820
"경기도","50 - 59세","2022","비경제활동인구 (천명)",488
"경기도","50 - 59세","2022","경제활동참가율 (%)",78.9
"경기도","50 - 59세","2022","고용률 (%)",77.7
"경기도","50 - 59세","2023","15세이상인구 (천명)",2330
"경기도","50 - 59세","2023","경제활동인구 (천명)",1863
"경기도","50 - 59세","2023","비경제활동인구 (천명)",467
"경기도","50 - 59세","2023","경제활동참가율 (%)",80.0
"경기도","50 - 59세","2023","고용률 (%)",78.5
"경기도","50 - 59세","2024","15세이상인구 (천명)",2366
"경기도","50 - 59세","2024","경제활동인구 (천명)",1860
"경기도","50 - 59세","2024","비경제활동인구 (천명)",506
"경기도","50 - 59세","2024","경제활동참가율 (%)",78.6
"경기도","50 - 59세","2024","고용률 (%)",77.2
"경기도","60세이상","2014","15세이상인구 (천명)",1729
"경기도","60세이상","2014","경제활동인구 (천명)",631
"경기도","60세이상","2014","비경제활동인구 (천명)",1098
"경기도","60세이상","2014","경제활동참가율 (%)",36.5
"경기도","60세이상","2014","고용률 (%)",35.6
"경기도","60세이상","2015","15세이상인구 (천명)",1850
"경기도","60세이상","2015","경제활동인구 (천명)",678
"경기도","60세이상","2015","비경제활동인구 (천명)",1172
"경기도","60세이상","2015","경제활동참가율 (%)",36.7
"경기도","60세이상","2015","고용률 (%)",35.5
"경기도","60세이상","2016","15세이상인구 (천명)",1978
"경기도","60세이상","2016","경제활동인구 (천명)",731
"경기도","60세이상","2016","비경제활동인구 (천명)",1247
"경기도","60세이상","2016","경제활동참가율 (%)",37.0
"경기도","60세이상","2016","고용률 (%)",35.7
"경기도","60세이상","2017","15세이상인구 (천명)",2116
"경기도","60세이상","2017","경제활동인구 (천명)",788
"경기도","60세이상","2017","비경제활동인구 (천명)",1328
"경기도","60세이상","2017","경제활동참가율 (%)",37.3
"경기도","60세이상","2017","고용률 (%)",35.9
"경기도","60세이상","2018","15세이상인구 (천명)",2268
"경기도","60세이상","2018","경제활동인구 (천명)",854
"경기도","60세이상","2018","비경제활동인구 (천명)",1414
"경기도","60세이상","2018","경제활동참가율 (%)",37.6
"경기도","60세이상","2018","고용률 (%)",36.3
"경기도","60세이상","2019","15세이상인구 (천명)",2438
"경기도","60세이상","2019","경제활동인구 (천명)",981
"경기도","60세이상","2019","비경제활동인구 (천명)",1457
"경기도","60세이상","2019","경제활동참가율 (%)",40.2
"경기도","60세이상","2019","고용률 (%)",38.6
"경기도","60세이상","2020","15세이상인구 (천명)",2619
"경기도","60세이상","2020","경제활동인구 (천명)",1077
"경기도","60세이상","2020","비경제활동인구 (천명)",1542
"경기도","60세이상","2020","경제활동참가율 (%)",41.1
"경기도","60세이상","2020","고용률 (%)",39.6
"경기도","60세이상","2021","15세이상인구 (천명)",2810
"경기도","60세이상","2021","경제활동인구 (천명)",1184
"경기도","60세이상","2021","비경제활동인구 (천명)",1626
"경기도","60세이상","2021","경제활동참가율 (%)",42.1
"경기도","60세이상","2021","고용률 (%)",40.3
"경기도","60세이상","2022","15세이상인구 (천명)",2982
"경기도","60세이상","2022","경제활동인구 (천명)",1331
"경기도","60세이상","2022","비경제활동인구 (천명)",1651
"경기도","60세이상","2022","경제활동참가율 (%)",44.6
"경기도","60세이상","2022","고용률 (%)",43.5
"경기도","60세이상","2023","15세이상인구 (천명)",3133
"경기도","60세이상","2023","경제활동인구 (천명)",1411
"경기도","60세이상","2023","비경제활동인구 (천명)",1722
"경기도","60세이상","2023","경제활동참가율 (%)",45.0
"경기도","60세이상","2023","고용률 (%)",43.9
"경기도","60세이상","2024","15세이상인구 (천명)",3285
"경기도","60세이상","2024","경제활동인구 (천명)",1494
"경기도","60세이상","2024","비경제활동인구 (천명)",1791
"경기도","60세이상","2024","경제활동참가율 (%)",45.5
"경기도","60세이상","2024","고용률 (%)",44.2
"경기도","15 - 64세","2014","15세이상인구 (천명)",8965
"경기도","15 - 64세","2014","경제활동인구 (천명)",6168
"경기도","15 - 64세","2014","비경제활동인구 (천명)",2796
"경기도","15 - 64세","2014","경제활동참가율 (%)",68.8
"경기도","15 - 64세","2014","고용률 (%)",66.5
"경기도","15 - 64세","2015","15세이상인구 (천명)",9086
"경기도","15 - 64세","2015","경제활동인구 (천명)",6320
"경기도","15 - 64세","2015","비경제활동인구 (천명)",2765
"경기도","15 - 64세","2015","경제활동참가율 (%)",69.6
"경기도","15 - 64세","2015","고용률 (%)",66.8
"경기도","15 - 64세","2016","15세이상인구 (천명)",9206
"경기도","15 - 64세","2016","경제활동인구 (천명)",6423
"경기도","15 - 64세","2016","비경제활동인구 (천명)",2783
"경기도","15 - 64세","2016","경제활동참가율 (%)",69.8
"경기도","15 - 64세","2016","고용률 (%)",67.0
"경기도","15 - 64세","2017","15세이상인구 (천명)",9337
"경기도","15 - 64세","2017","경제활동인구 (천명)",6592
"경기도","15 - 64세","2017","비경제활동인구 (천명)",2745
"경기도","15 - 64세","2017","경제활동참가율 (%)",70.6
"경기도","15 - 64세","2017","고용률 (%)",67.9
"경기도","15 - 64세","2018","15세이상인구 (천명)",9451
"경기도","15 - 64세","2018","경제활동인구 (천명)",6670
"경기도","15 - 64세","2018","비경제활동인구 (천명)",2781
"경기도","15 - 64세","2018","경제활동참가율 (%)",70.6
"경기도","15 - 64세","2018","고용률 (%)",67.9
"경기도","15 - 64세","2019","15세이상인구 (천명)",9630
"경기도","15 - 64세","2019","경제활동인구 (천명)",6773
"경기도","15 - 64세","2019","비경제활동인구 (천명)",2857
"경기도","15 - 64세","2019","경제활동참가율 (%)",70.3
"경기도","15 - 64세","2019","고용률 (%)",67.6
"경기도","15 - 64세","2020","15세이상인구 (천명)",9736
"경기도","15 - 64세","2020","경제활동인구 (천명)",6685
"경기도","15 - 64세","2020","비경제활동인구 (천명)",3051
"경기도","15 - 64세","2020","경제활동참가율 (%)",68.7
"경기도","15 - 64세","2020","고용률 (%)",65.9
"경기도","15 - 64세","2021","15세이상인구 (천명)",9855
"경기도","15 - 64세","2021","경제활동인구 (천명)",6845
"경기도","15 - 64세","2021","비경제활동인구 (천명)",3010
"경기도","15 - 64세","2021","경제활동참가율 (%)",69.5
"경기도","15 - 64세","2021","고용률 (%)",66.9
"경기도","15 - 64세","2022","15세이상인구 (천명)",9919
"경기도","15 - 64세","2022","경제활동인구 (천명)",7138
"경기도","15 - 64세","2022","비경제활동인구 (천명)",2781
"경기도","15 - 64세","2022","경제활동참가율 (%)",72.0
"경기도","15 - 64세","2022","고용률 (%)",70.0
"경기도","15 - 64세","2023","15세이상인구 (천명)",9880
"경기도","15 - 64세","2023","경제활동인구 (천명)",7143
"경기도","15 - 64세","2023","비경제활동인구 (천명)",2737
"경기도","15 - 64세","2023","경제활동참가율 (%)",72.3
"경기도","15 - 64세","2023","고용률 (%)",70.4
"경기도","15 - 64세","2024","15세이상인구 (천명)",9848
"경기도","15 - 64세","2024","경제활동인구 (천명)",7147
"경기도","15 - 64세","2024","비경제활동인구 (천명)",2701
"경기도","15 - 64세","2024","경제활동참가율 (%)",72.6
"경기도","15 - 64세","2024","고용률 (%)",70.7
"경기도","15 - 24세","2014","15세이상인구 (천명)",1497
"경기도","15 - 24세","2014","경제활동인구 (천명)",440
"경기도","15 - 24세","2014","비경제활동인구 (천명)",1058
"경기도","15 - 24세","2014","경제활동참가율 (%)",29.4
"경기도","15 - 24세","2014","고용률 (%)",26.6
"경기도","15 - 24세","2015","15세이상인구 (천명)",1503
"경기도","15 - 24세","2015","경제활동인구 (천명)",489
"경기도","15 - 24세","2015","비경제활동인구 (천명)",1014
"경기도","15 - 24세","2015","경제활동참가율 (%)",32.6
"경기도","15 - 24세","2015","고용률 (%)",29.0
"경기도","15 - 24세","2016","15세이상인구 (천명)",1491
"경기도","15 - 24세","2016","경제활동인구 (천명)",475
"경기도","15 - 24세","2016","비경제활동인구 (천명)",1016
"경기도","15 - 24세","2016","경제활동참가율 (%)",31.8
"경기도","15 - 24세","2016","고용률 (%)",28.2
"경기도","15 - 24세","2017","15세이상인구 (천명)",1470
"경기도","15 - 24세","2017","경제활동인구 (천명)",489
"경기도","15 - 24세","2017","비경제활동인구 (천명)",982
"경기도","15 - 24세","2017","경제활동참가율 (%)",33.2
"경기도","15 - 24세","2017","고용률 (%)",29.6
"경기도","15 - 24세","2018","15세이상인구 (천명)",1435
"경기도","15 - 24세","2018","경제활동인구 (천명)",450
"경기도","15 - 24세","2018","비경제활동인구 (천명)",985
"경기도","15 - 24세","2018","경제활동참가율 (%)",31.4
"경기도","15 - 24세","2018","고용률 (%)",28.2
"경기도","15 - 24세","2019","15세이상인구 (천명)",1415
"경기도","15 - 24세","2019","경제활동인구 (천명)",436
"경기도","15 - 24세","2019","비경제활동인구 (천명)",979
"경기도","15 - 24세","2019","경제활동참가율 (%)",30.8
"경기도","15 - 24세","2019","고용률 (%)",27.8
"경기도","15 - 24세","2020","15세이상인구 (천명)",1385
"경기도","15 - 24세","2020","경제활동인구 (천명)",391
"경기도","15 - 24세","2020","비경제활동인구 (천명)",994
"경기도","15 - 24세","2020","경제활동참가율 (%)",28.2
"경기도","15 - 24세","2020","고용률 (%)",25.4
"경기도","15 - 24세","2021","15세이상인구 (천명)",1367
"경기도","15 - 24세","2021","경제활동인구 (천명)",418
"경기도","15 - 24세","2021","비경제활동인구 (천명)",949
"경기도","15 - 24세","2021","경제활동참가율 (%)",30.6
"경기도","15 - 24세","2021","고용률 (%)",28.0
"경기도","15 - 24세","2022","15세이상인구 (천명)",1344
"경기도","15 - 24세","2022","경제활동인구 (천명)",452
"경기도","15 - 24세","2022","비경제활동인구 (천명)",891
"경기도","15 - 24세","2022","경제활동참가율 (%)",33.7
"경기도","15 - 24세","2022","고용률 (%)",31.5
"경기도","15 - 24세","2023","15세이상인구 (천명)",1327
"경기도","15 - 24세","2023","경제활동인구 (천명)",430
"경기도","15 - 24세","2023","비경제활동인구 (천명)",897
"경기도","15 - 24세","2023","경제활동참가율 (%)",32.4
"경기도","15 - 24세","2023","고용률 (%)",30.9
"경기도","15 - 24세","2024","15세이상인구 (천명)",1287
"경기도","15 - 24세","2024","경제활동인구 (천명)",408
"경기도","15 - 24세","2024","비경제활동인구 (천명)",879
"경기도","15 - 24세","2024","경제활동참가율 (%)",31.7
"경기도","15 - 24세","2024","고용률 (%)",30.1
"강원도","계","2014","15세이상인구 (천명)",1267
"강원도","계","2014","경제활동인구 (천명)",743
"강원도","계","2014","비경제활동인구 (천명)",523
"강원도","계","2014","경제활동참가율 (%)",58.7
"강원도","계","2014","고용률 (%)",56.9
"강원도","계","2015","15세이상인구 (천명)",1280
"강원도","계","2015","경제활동인구 (천명)",765
"강원도","계","2015","비경제활동인구 (천명)",515
"강원도","계","2015","경제활동참가율 (%)",59.8
"강원도","계","2015","고용률 (%)",57.9
"강원도","계","2016","15세이상인구 (천명)",1288
"강원도","계","2016","경제활동인구 (천명)",771
"강원도","계","2016","비경제활동인구 (천명)",517
"강원도","계","2016","경제활동참가율 (%)",59.9
"강원도","계","2016","고용률 (%)",58.2
"강원도","계","2017","15세이상인구 (천명)",1295
"강원도","계","2017","경제활동인구 (천명)",811
"강원도","계","2017","비경제활동인구 (천명)",484
"강원도","계","2017","경제활동참가율 (%)",62.6
"강원도","계","2017","고용률 (%)",61.0
"강원도","계","2018","15세이상인구 (천명)",1300
"강원도","계","2018","경제활동인구 (천명)",812
"강원도","계","2018","비경제활동인구 (천명)",488
"강원도","계","2018","경제활동참가율 (%)",62.5
"강원도","계","2018","고용률 (%)",60.7
"강원도","계","2019","15세이상인구 (천명)",1303
"강원도","계","2019","경제활동인구 (천명)",841
"강원도","계","2019","비경제활동인구 (천명)",462
"강원도","계","2019","경제활동참가율 (%)",64.6
"강원도","계","2019","고용률 (%)",62.3
"강원도","계","2020","15세이상인구 (천명)",1307
"강원도","계","2020","경제활동인구 (천명)",827
"강원도","계","2020","비경제활동인구 (천명)",480
"강원도","계","2020","경제활동참가율 (%)",63.3
"강원도","계","2020","고용률 (%)",60.8
"강원도","계","2021","15세이상인구 (천명)",1317
"강원도","계","2021","경제활동인구 (천명)",840
"강원도","계","2021","비경제활동인구 (천명)",478
"강원도","계","2021","경제활동참가율 (%)",63.7
"강원도","계","2021","고용률 (%)",61.4
"강원도","계","2022","15세이상인구 (천명)",1323
"강원도","계","2022","경제활동인구 (천명)",845
"강원도","계","2022","비경제활동인구 (천명)",478
"강원도","계","2022","경제활동참가율 (%)",63.9
"강원도","계","2022","고용률 (%)",61.8
"강원도","계","2023","15세이상인구 (천명)",1327
"강원도","계","2023","경제활동인구 (천명)",865
"강원도","계","2023","비경제활동인구 (천명)",463
"강원도","계","2023","경제활동참가율 (%)",65.1
"강원도","계","2023","고용률 (%)",63.3
"강원도","계","2024","15세이상인구 (천명)",1328
"강원도","계","2024","경제활동인구 (천명)",868
"강원도","계","2024","비경제활동인구 (천명)",460
"강원도","계","2024","경제활동참가율 (%)",65.3
"강원도","계","2024","고용률 (%)",63.5
"강원도","15 - 29세","2014","15세이상인구 (천명)",257
"강원도","15 - 29세","2014","경제활동인구 (천명)",96
"강원도","15 - 29세","2014","비경제활동인구 (천명)",162
"강원도","15 - 29세","2014","경제활동참가율 (%)",37.1
"강원도","15 - 29세","2014","고용률 (%)",33.3
"강원도","15 - 29세","2015","15세이상인구 (천명)",259
"강원도","15 - 29세","2015","경제활동인구 (천명)",99
"강원도","15 - 29세","2015","비경제활동인구 (천명)",160
"강원도","15 - 29세","2015","경제활동참가율 (%)",38.1
"강원도","15 - 29세","2015","고용률 (%)",33.3
"강원도","15 - 29세","2016","15세이상인구 (천명)",259
"강원도","15 - 29세","2016","경제활동인구 (천명)",103
"강원도","15 - 29세","2016","비경제활동인구 (천명)",156
"강원도","15 - 29세","2016","경제활동참가율 (%)",39.7
"강원도","15 - 29세","2016","고용률 (%)",35.6
"강원도","15 - 29세","2017","15세이상인구 (천명)",256
"강원도","15 - 29세","2017","경제활동인구 (천명)",115
"강원도","15 - 29세","2017","비경제활동인구 (천명)",141
"강원도","15 - 29세","2017","경제활동참가율 (%)",44.8
"강원도","15 - 29세","2017","고용률 (%)",41.2
"강원도","15 - 29세","2018","15세이상인구 (천명)",251
"강원도","15 - 29세","2018","경제활동인구 (천명)",112
"강원도","15 - 29세","2018","비경제활동인구 (천명)",139
"강원도","15 - 29세","2018","경제활동참가율 (%)",44.7
"강원도","15 - 29세","2018","고용률 (%)",42.4
"강원도","15 - 29세","2019","15세이상인구 (천명)",245
"강원도","15 - 29세","2019","경제활동인구 (천명)",113
"강원도","15 - 29세","2019","비경제활동인구 (천명)",132
"강원도","15 - 29세","2019","경제활동참가율 (%)",46.0
"강원도","15 - 29세","2019","고용률 (%)",42.4
"강원도","15 - 29세","2020","15세이상인구 (천명)",238
"강원도","15 - 29세","2020","경제활동인구 (천명)",106
"강원도","15 - 29세","2020","비경제활동인구 (천명)",132
"강원도","15 - 29세","2020","경제활동참가율 (%)",44.6
"강원도","15 - 29세","2020","고용률 (%)",40.8
"강원도","15 - 29세","2021","15세이상인구 (천명)",232
"강원도","15 - 29세","2021","경제활동인구 (천명)",101
"강원도","15 - 29세","2021","비경제활동인구 (천명)",131
"강원도","15 - 29세","2021","경제활동참가율 (%)",43.7
"강원도","15 - 29세","2021","고용률 (%)",40.2
"강원도","15 - 29세","2022","15세이상인구 (천명)",227
"강원도","15 - 29세","2022","경제활동인구 (천명)",98
"강원도","15 - 29세","2022","비경제활동인구 (천명)",128
"강원도","15 - 29세","2022","경제활동참가율 (%)",43.3
"강원도","15 - 29세","2022","고용률 (%)",40.0
"강원도","15 - 29세","2023","15세이상인구 (천명)",218
"강원도","15 - 29세","2023","경제활동인구 (천명)",100
"강원도","15 - 29세","2023","비경제활동인구 (천명)",118
"강원도","15 - 29세","2023","경제활동참가율 (%)",45.9
"강원도","15 - 29세","2023","고용률 (%)",43.6
"강원도","15 - 29세","2024","15세이상인구 (천명)",210
"강원도","15 - 29세","2024","경제활동인구 (천명)",105
"강원도","15 - 29세","2024","비경제활동인구 (천명)",105
"강원도","15 - 29세","2024","경제활동참가율 (%)",49.9
"강원도","15 - 29세","2024","고용률 (%)",48.1
"강원도","15 - 19세","2014","15세이상인구 (천명)",98
"강원도","15 - 19세","2014","경제활동인구 (천명)",6
"강원도","15 - 19세","2014","비경제활동인구 (천명)",92
"강원도","15 - 19세","2014","경제활동참가율 (%)",6.1
"강원도","15 - 19세","2014","고용률 (%)",5.2
"강원도","15 - 19세","2015","15세이상인구 (천명)",97
"강원도","15 - 19세","2015","경제활동인구 (천명)",6
"강원도","15 - 19세","2015","비경제활동인구 (천명)",91
"강원도","15 - 19세","2015","경제활동참가율 (%)",6.0
"강원도","15 - 19세","2015","고용률 (%)",5.3
"강원도","15 - 19세","2016","15세이상인구 (천명)",94
"강원도","15 - 19세","2016","경제활동인구 (천명)",8
"강원도","15 - 19세","2016","비경제활동인구 (천명)",87
"강원도","15 - 19세","2016","경제활동참가율 (%)",8.0
"강원도","15 - 19세","2016","고용률 (%)",7.3
"강원도","15 - 19세","2017","15세이상인구 (천명)",89
"강원도","15 - 19세","2017","경제활동인구 (천명)",9
"강원도","15 - 19세","2017","비경제활동인구 (천명)",80
"강원도","15 - 19세","2017","경제활동참가율 (%)",10.1
"강원도","15 - 19세","2017","고용률 (%)",9.3
"강원도","15 - 19세","2018","15세이상인구 (천명)",83
"강원도","15 - 19세","2018","경제활동인구 (천명)",6
"강원도","15 - 19세","2018","비경제활동인구 (천명)",77
"강원도","15 - 19세","2018","경제활동참가율 (%)",6.8
"강원도","15 - 19세","2018","고용률 (%)",6.0
"강원도","15 - 19세","2019","15세이상인구 (천명)",78
"강원도","15 - 19세","2019","경제활동인구 (천명)",6
"강원도","15 - 19세","2019","비경제활동인구 (천명)",72
"강원도","15 - 19세","2019","경제활동참가율 (%)",7.7
"강원도","15 - 19세","2019","고용률 (%)",6.9
"강원도","15 - 19세","2020","15세이상인구 (천명)",72
"강원도","15 - 19세","2020","경제활동인구 (천명)",6
"강원도","15 - 19세","2020","비경제활동인구 (천명)",66
"강원도","15 - 19세","2020","경제활동참가율 (%)",8.3
"강원도","15 - 19세","2020","고용률 (%)",7.6
"강원도","15 - 19세","2021","15세이상인구 (천명)",67
"강원도","15 - 19세","2021","경제활동인구 (천명)",5
"강원도","15 - 19세","2021","비경제활동인구 (천명)",63
"강원도","15 - 19세","2021","경제활동참가율 (%)",6.8
"강원도","15 - 19세","2021","고용률 (%)",6.4
"강원도","15 - 19세","2022","15세이상인구 (천명)",65
"강원도","15 - 19세","2022","경제활동인구 (천명)",2
"강원도","15 - 19세","2022","비경제활동인구 (천명)",62
"강원도","15 - 19세","2022","경제활동참가율 (%)",3.6
"강원도","15 - 19세","2022","고용률 (%)",3.4
"강원도","15 - 19세","2023","15세이상인구 (천명)",64
"강원도","15 - 19세","2023","경제활동인구 (천명)",6
"강원도","15 - 19세","2023","비경제활동인구 (천명)",59
"강원도","15 - 19세","2023","경제활동참가율 (%)",8.6
"강원도","15 - 19세","2023","고용률 (%)",8.4
"강원도","15 - 19세","2024","15세이상인구 (천명)",63
"강원도","15 - 19세","2024","경제활동인구 (천명)",6
"강원도","15 - 19세","2024","비경제활동인구 (천명)",57
"강원도","15 - 19세","2024","경제활동참가율 (%)",9.7
"강원도","15 - 19세","2024","고용률 (%)",9.4
"강원도","20 - 29세","2014","15세이상인구 (천명)",159
"강원도","20 - 29세","2014","경제활동인구 (천명)",90
"강원도","20 - 29세","2014","비경제활동인구 (천명)",70
"강원도","20 - 29세","2014","경제활동참가율 (%)",56.3
"강원도","20 - 29세","2014","고용률 (%)",50.7
"강원도","20 - 29세","2015","15세이상인구 (천명)",163
"강원도","20 - 29세","2015","경제활동인구 (천명)",93
"강원도","20 - 29세","2015","비경제활동인구 (천명)",70
"강원도","20 - 29세","2015","경제활동참가율 (%)",57.2
"강원도","20 - 29세","2015","고용률 (%)",50.0
"강원도","20 - 29세","2016","15세이상인구 (천명)",165
"강원도","20 - 29세","2016","경제활동인구 (천명)",95
"강원도","20 - 29세","2016","비경제활동인구 (천명)",70
"강원도","20 - 29세","2016","경제활동참가율 (%)",57.7
"강원도","20 - 29세","2016","고용률 (%)",51.7
"강원도","20 - 29세","2017","15세이상인구 (천명)",167
"강원도","20 - 29세","2017","경제활동인구 (천명)",106
"강원도","20 - 29세","2017","비경제활동인구 (천명)",62
"강원도","20 - 29세","2017","경제활동참가율 (%)",63.2
"강원도","20 - 29세","2017","고용률 (%)",58.1
"강원도","20 - 29세","2018","15세이상인구 (천명)",168
"강원도","20 - 29세","2018","경제활동인구 (천명)",107
"강원도","20 - 29세","2018","비경제활동인구 (천명)",61
"강원도","20 - 29세","2018","경제활동참가율 (%)",63.5
"강원도","20 - 29세","2018","고용률 (%)",60.4
"강원도","20 - 29세","2019","15세이상인구 (천명)",167
"강원도","20 - 29세","2019","경제활동인구 (천명)",107
"강원도","20 - 29세","2019","비경제활동인구 (천명)",60
"강원도","20 - 29세","2019","경제활동참가율 (%)",63.9
"강원도","20 - 29세","2019","고용률 (%)",58.9
"강원도","20 - 29세","2020","15세이상인구 (천명)",165
"강원도","20 - 29세","2020","경제활동인구 (천명)",100
"강원도","20 - 29세","2020","비경제활동인구 (천명)",65
"강원도","20 - 29세","2020","경제활동참가율 (%)",60.5
"강원도","20 - 29세","2020","고용률 (%)",55.3
"강원도","20 - 29세","2021","15세이상인구 (천명)",164
"강원도","20 - 29세","2021","경제활동인구 (천명)",97
"강원도","20 - 29세","2021","비경제활동인구 (천명)",68
"강원도","20 - 29세","2021","경제활동참가율 (%)",58.8
"강원도","20 - 29세","2021","고용률 (%)",54.0
"강원도","20 - 29세","2022","15세이상인구 (천명)",162
"강원도","20 - 29세","2022","경제활동인구 (천명)",96
"강원도","20 - 29세","2022","비경제활동인구 (천명)",66
"강원도","20 - 29세","2022","경제활동참가율 (%)",59.2
"강원도","20 - 29세","2022","고용률 (%)",54.7
"강원도","20 - 29세","2023","15세이상인구 (천명)",154
"강원도","20 - 29세","2023","경제활동인구 (천명)",95
"강원도","20 - 29세","2023","비경제활동인구 (천명)",59
"강원도","20 - 29세","2023","경제활동참가율 (%)",61.5
"강원도","20 - 29세","2023","고용률 (%)",58.2
"강원도","20 - 29세","2024","15세이상인구 (천명)",148
"강원도","20 - 29세","2024","경제활동인구 (천명)",99
"강원도","20 - 29세","2024","비경제활동인구 (천명)",49
"강원도","20 - 29세","2024","경제활동참가율 (%)",66.9
"강원도","20 - 29세","2024","고용률 (%)",64.5
"강원도","30 - 39세","2014","15세이상인구 (천명)",184
"강원도","30 - 39세","2014","경제활동인구 (천명)",134
"강원도","30 - 39세","2014","비경제활동인구 (천명)",50
"강원도","30 - 39세","2014","경제활동참가율 (%)",73.0
"강원도","30 - 39세","2014","고용률 (%)",70.3
"강원도","30 - 39세","2015","15세이상인구 (천명)",179
"강원도","30 - 39세","2015","경제활동인구 (천명)",136
"강원도","30 - 39세","2015","비경제활동인구 (천명)",44
"강원도","30 - 39세","2015","경제활동참가율 (%)",75.6
"강원도","30 - 39세","2015","고용률 (%)",73.7
"강원도","30 - 39세","2016","15세이상인구 (천명)",176
"강원도","30 - 39세","2016","경제활동인구 (천명)",136
"강원도","30 - 39세","2016","비경제활동인구 (천명)",39
"강원도","30 - 39세","2016","경제활동참가율 (%)",77.6
"강원도","30 - 39세","2016","고용률 (%)",75.1
"강원도","30 - 39세","2017","15세이상인구 (천명)",172
"강원도","30 - 39세","2017","경제활동인구 (천명)",132
"강원도","30 - 39세","2017","비경제활동인구 (천명)",40
"강원도","30 - 39세","2017","경제활동참가율 (%)",76.7
"강원도","30 - 39세","2017","고용률 (%)",74.7
"강원도","30 - 39세","2018","15세이상인구 (천명)",168
"강원도","30 - 39세","2018","경제활동인구 (천명)",126
"강원도","30 - 39세","2018","비경제활동인구 (천명)",41
"강원도","30 - 39세","2018","경제활동참가율 (%)",75.4
"강원도","30 - 39세","2018","고용률 (%)",73.0
"강원도","30 - 39세","2019","15세이상인구 (천명)",164
"강원도","30 - 39세","2019","경제활동인구 (천명)",128
"강원도","30 - 39세","2019","비경제활동인구 (천명)",35
"강원도","30 - 39세","2019","경제활동참가율 (%)",78.5
"강원도","30 - 39세","2019","고용률 (%)",75.8
"강원도","30 - 39세","2020","15세이상인구 (천명)",160
"강원도","30 - 39세","2020","경제활동인구 (천명)",123
"강원도","30 - 39세","2020","비경제활동인구 (천명)",38
"강원도","30 - 39세","2020","경제활동참가율 (%)",76.5
"강원도","30 - 39세","2020","고용률 (%)",74.4
"강원도","30 - 39세","2021","15세이상인구 (천명)",158
"강원도","30 - 39세","2021","경제활동인구 (천명)",123
"강원도","30 - 39세","2021","비경제활동인구 (천명)",35
"강원도","30 - 39세","2021","경제활동참가율 (%)",77.7
"강원도","30 - 39세","2021","고용률 (%)",75.5
"강원도","30 - 39세","2022","15세이상인구 (천명)",154
"강원도","30 - 39세","2022","경제활동인구 (천명)",120
"강원도","30 - 39세","2022","비경제활동인구 (천명)",34
"강원도","30 - 39세","2022","경제활동참가율 (%)",78.2
"강원도","30 - 39세","2022","고용률 (%)",76.5
"강원도","30 - 39세","2023","15세이상인구 (천명)",153
"강원도","30 - 39세","2023","경제활동인구 (천명)",124
"강원도","30 - 39세","2023","비경제활동인구 (천명)",30
"강원도","30 - 39세","2023","경제활동참가율 (%)",80.6
"강원도","30 - 39세","2023","고용률 (%)",79.1
"강원도","30 - 39세","2024","15세이상인구 (천명)",155
"강원도","30 - 39세","2024","경제활동인구 (천명)",128
"강원도","30 - 39세","2024","비경제활동인구 (천명)",27
"강원도","30 - 39세","2024","경제활동참가율 (%)",82.6
"강원도","30 - 39세","2024","고용률 (%)",80.4
"강원도","40 - 49세","2014","15세이상인구 (천명)",239
"강원도","40 - 49세","2014","경제활동인구 (천명)",195
"강원도","40 - 49세","2014","비경제활동인구 (천명)",44
"강원도","40 - 49세","2014","경제활동참가율 (%)",81.7
"강원도","40 - 49세","2014","고용률 (%)",80.7
"강원도","40 - 49세","2015","15세이상인구 (천명)",238
"강원도","40 - 49세","2015","경제활동인구 (천명)",197
"강원도","40 - 49세","2015","비경제활동인구 (천명)",42
"강원도","40 - 49세","2015","경제활동참가율 (%)",82.5
"강원도","40 - 49세","2015","고용률 (%)",81.2
"강원도","40 - 49세","2016","15세이상인구 (천명)",233
"강원도","40 - 49세","2016","경제활동인구 (천명)",188
"강원도","40 - 49세","2016","비경제활동인구 (천명)",45
"강원도","40 - 49세","2016","경제활동참가율 (%)",80.5
"강원도","40 - 49세","2016","고용률 (%)",79.5
"강원도","40 - 49세","2017","15세이상인구 (천명)",229
"강원도","40 - 49세","2017","경제활동인구 (천명)",189
"강원도","40 - 49세","2017","비경제활동인구 (천명)",40
"강원도","40 - 49세","2017","경제활동참가율 (%)",82.4
"강원도","40 - 49세","2017","고용률 (%)",81.5
"강원도","40 - 49세","2018","15세이상인구 (천명)",224
"강원도","40 - 49세","2018","경제활동인구 (천명)",181
"강원도","40 - 49세","2018","비경제활동인구 (천명)",43
"강원도","40 - 49세","2018","경제활동참가율 (%)",80.7
"강원도","40 - 49세","2018","고용률 (%)",79.4
"강원도","40 - 49세","2019","15세이상인구 (천명)",218
"강원도","40 - 49세","2019","경제활동인구 (천명)",181
"강원도","40 - 49세","2019","비경제활동인구 (천명)",38
"강원도","40 - 49세","2019","경제활동참가율 (%)",82.7
"강원도","40 - 49세","2019","고용률 (%)",81.4
"강원도","40 - 49세","2020","15세이상인구 (천명)",214
"강원도","40 - 49세","2020","경제활동인구 (천명)",174
