시도별,성별,연령별,시점,추계인구
울산광역시,여자,35 - 39세,2005 년,54311
울산광역시,여자,35 - 39세,2006 년,54516
울산광역시,여자,35 - 39세,2007 년,54238
울산광역시,여자,35 - 39세,2008 년,53773
울산광역시,여자,35 - 39세,2009 년,52133
울산광역시,여자,35 - 39세,2010 년,50145
울산광역시,여자,35 - 39세,2011 년,47749
울산광역시,여자,35 - 39세,2012 년,45546
울산광역시,여자,35 - 39세,2013 년,43947
울산광역시,여자,35 - 39세,2014 년,43002
울산광역시,여자,35 - 39세,2015 년,43596
울산광역시,여자,35 - 39세,2016 년,44645
울산광역시,여자,35 - 39세,2017 년,45898
울산광역시,여자,35 - 39세,2018 년,45963
울산광역시,여자,35 - 39세,2019 년,45025
울산광역시,여자,35 - 39세,2020 년,42177
울산광역시,여자,35 - 39세,2021 년,39152
울산광역시,여자,35 - 39세,2022 년,35878
울산광역시,여자,35 - 39세,2023 년,33281
울산광역시,여자,35 - 39세,2024 년,31690
울산광역시,여자,40 - 44세,1970 년,6252
울산광역시,여자,40 - 44세,1971 년,6604
울산광역시,여자,40 - 44세,1972 년,6984
울산광역시,여자,40 - 44세,1973 년,7358
울산광역시,여자,40 - 44세,1974 년,7753
울산광역시,여자,40 - 44세,1975 년,8242
울산광역시,여자,40 - 44세,1976 년,8833
울산광역시,여자,40 - 44세,1977 년,9409
울산광역시,여자,40 - 44세,1978 년,10016
울산광역시,여자,40 - 44세,1979 년,10626
울산광역시,여자,40 - 44세,1980 년,11167
울산광역시,여자,40 - 44세,1981 년,11944
울산광역시,여자,40 - 44세,1982 년,12782
울산광역시,여자,40 - 44세,1983 년,13467
울산광역시,여자,40 - 44세,1984 년,14012
울산광역시,여자,40 - 44세,1985 년,14526
울산광역시,여자,40 - 44세,1986 년,14906
울산광역시,여자,40 - 44세,1987 년,15680
울산광역시,여자,40 - 44세,1988 년,16954
울산광역시,여자,40 - 44세,1989 년,18580
울산광역시,여자,40 - 44세,1990 년,20165
울산광역시,여자,40 - 44세,1991 년,21912
울산광역시,여자,40 - 44세,1992 년,23712
울산광역시,여자,40 - 44세,1993 년,25665
울산광역시,여자,40 - 44세,1994 년,28240
울산광역시,여자,40 - 44세,1995 년,31816
울산광역시,여자,40 - 44세,1996 년,35090
울산광역시,여자,40 - 44세,1997 년,37916
울산광역시,여자,40 - 44세,1998 년,41057
울산광역시,여자,40 - 44세,1999 년,44419
울산광역시,여자,40 - 44세,2000 년,46870
울산광역시,여자,40 - 44세,2001 년,49181
울산광역시,여자,40 - 44세,2002 년,51230
울산광역시,여자,40 - 44세,2003 년,52916
울산광역시,여자,40 - 44세,2004 년,53068
울산광역시,여자,40 - 44세,2005 년,52839
울산광역시,여자,40 - 44세,2006 년,52365
울산광역시,여자,40 - 44세,2007 년,52112
울산광역시,여자,40 - 44세,2008 년,52176
울산광역시,여자,40 - 44세,2009 년,53683
울산광역시,여자,40 - 44세,2010 년,54251
울산광역시,여자,40 - 44세,2011 년,54987
울산광역시,여자,40 - 44세,2012 년,55024
울산광역시,여자,40 - 44세,2013 년,54567
울산광역시,여자,40 - 44세,2014 년,52831
울산광역시,여자,40 - 44세,2015 년,51118
울산광역시,여자,40 - 44세,2016 년,48663
울산광역시,여자,40 - 44세,2017 년,45829
울산광역시,여자,40 - 44세,2018 년,43997
울산광역시,여자,40 - 44세,2019 년,42559
울산광역시,여자,40 - 44세,2020 년,42789
울산광역시,여자,40 - 44세,2021 년,43284
울산광역시,여자,40 - 44세,2022 년,44405
울산광역시,여자,40 - 44세,2023 년,44495
울산광역시,여자,40 - 44세,2024 년,43617
울산광역시,여자,45 - 49세,1970 년,5368
울산광역시,여자,45 - 49세,1971 년,5539
울산광역시,여자,45 - 49세,1972 년,5667
울산광역시,여자,45 - 49세,1973 년,5864
울산광역시,여자,45 - 49세,1974 년,6135
울산광역시,여자,45 - 49세,1975 년,6441
울산광역시,여자,45 - 49세,1976 년,6828
울산광역시,여자,45 - 49세,1977 년,7234
울산광역시,여자,45 - 49세,1978 년,7621
울산광역시,여자,45 - 49세,1979 년,8011
울산광역시,여자,45 - 49세,1980 년,8477
울산광역시,여자,45 - 49세,1981 년,9077
울산광역시,여자,45 - 49세,1982 년,9658
울산광역시,여자,45 - 49세,1983 년,10276
울산광역시,여자,45 - 49세,1984 년,10889
울산광역시,여자,45 - 49세,1985 년,11458
울산광역시,여자,45 - 49세,1986 년,11931
울산광역시,여자,45 - 49세,1987 년,12547
울산광역시,여자,45 - 49세,1988 년,13217
울산광역시,여자,45 - 49세,1989 년,13794
울산광역시,여자,45 - 49세,1990 년,14113
울산광역시,여자,45 - 49세,1991 년,14858
울산광역시,여자,45 - 49세,1992 년,15911
울산광역시,여자,45 - 49세,1993 년,17349
울산광역시,여자,45 - 49세,1994 년,19067
울산광역시,여자,45 - 49세,1995 년,20865
울산광역시,여자,45 - 49세,1996 년,22296
울산광역시,여자,45 - 49세,1997 년,24152
울산광역시,여자,45 - 49세,1998 년,25743
울산광역시,여자,45 - 49세,1999 년,27686
울산광역시,여자,45 - 49세,2000 년,30993
울산광역시,여자,45 - 49세,2001 년,34284
울산광역시,여자,45 - 49세,2002 년,36924
울산광역시,여자,45 - 49세,2003 년,39793
울산광역시,여자,45 - 49세,2004 년,43255
울산광역시,여자,45 - 49세,2005 년,45991
울산광역시,여자,45 - 49세,2006 년,48693
울산광역시,여자,45 - 49세,2007 년,50360
울산광역시,여자,45 - 49세,2008 년,52166
울산광역시,여자,45 - 49세,2009 년,52120
울산광역시,여자,45 - 49세,2010 년,51798
울산광역시,여자,45 - 49세,2011 년,51317
울산광역시,여자,45 - 49세,2012 년,51785
울산광역시,여자,45 - 49세,2013 년,52034
울산광역시,여자,45 - 49세,2014 년,54605
울산광역시,여자,45 - 49세,2015 년,55384
울산광역시,여자,45 - 49세,2016 년,55528
울산광역시,여자,45 - 49세,2017 년,55180
울산광역시,여자,45 - 49세,2018 년,54147
울산광역시,여자,45 - 49세,2019 년,52090
울산광역시,여자,45 - 49세,2020 년,50093
울산광역시,여자,45 - 49세,2021 년,47213
울산광역시,여자,45 - 49세,2022 년,44521
울산광역시,여자,45 - 49세,2023 년,42716
울산광역시,여자,45 - 49세,2024 년,41443
울산광역시,여자,50 - 54세,1970 년,4407
울산광역시,여자,50 - 54세,1971 년,4539
울산광역시,여자,50 - 54세,1972 년,4694
울산광역시,여자,50 - 54세,1973 년,4949
울산광역시,여자,50 - 54세,1974 년,5196
울산광역시,여자,50 - 54세,1975 년,5400
울산광역시,여자,50 - 54세,1976 년,5650
울산광역시,여자,50 - 54세,1977 년,5894
울산광역시,여자,50 - 54세,1978 년,6144
울산광역시,여자,50 - 54세,1979 년,6429
울산광역시,여자,50 - 54세,1980 년,6746
울산광역시,여자,50 - 54세,1981 년,7108
울산광역시,여자,50 - 54세,1982 년,7507
울산광역시,여자,50 - 54세,1983 년,7901
울산광역시,여자,50 - 54세,1984 년,8337
울산광역시,여자,50 - 54세,1985 년,8788
울산광역시,여자,50 - 54세,1986 년,9185
울산광역시,여자,50 - 54세,1987 년,9674
울산광역시,여자,50 - 54세,1988 년,10267
울산광역시,여자,50 - 54세,1989 년,10917
울산광역시,여자,50 - 54세,1990 년,11541
울산광역시,여자,50 - 54세,1991 년,12332
울산광역시,여자,50 - 54세,1992 년,13154
울산광역시,여자,50 - 54세,1993 년,13823
울산광역시,여자,50 - 54세,1994 년,14311
울산광역시,여자,50 - 54세,1995 년,14753
울산광역시,여자,50 - 54세,1996 년,15370
울산광역시,여자,50 - 54세,1997 년,16255
울산광역시,여자,50 - 54세,1998 년,17439
울산광역시,여자,50 - 54세,1999 년,18855
울산광역시,여자,50 - 54세,2000 년,20477
울산광역시,여자,50 - 54세,2001 년,21968
울산광역시,여자,50 - 54세,2002 년,23821
울산광역시,여자,50 - 54세,2003 년,25535
울산광역시,여자,50 - 54세,2004 년,27321
울산광역시,여자,50 - 54세,2005 년,30403
울산광역시,여자,50 - 54세,2006 년,33368
울산광역시,여자,50 - 54세,2007 년,35893
울산광역시,여자,50 - 54세,2008 년,38929
울산광역시,여자,50 - 54세,2009 년,42344
울산광역시,여자,50 - 54세,2010 년,44886
울산광역시,여자,50 - 54세,2011 년,48328
울산광역시,여자,50 - 54세,2012 년,50029
울산광역시,여자,50 - 54세,2013 년,51660
울산광역시,여자,50 - 54세,2014 년,51704
울산광역시,여자,50 - 54세,2015 년,51954
울산광역시,여자,50 - 54세,2016 년,50945
울산광역시,여자,50 - 54세,2017 년,51229
울산광역시,여자,50 - 54세,2018 년,51226
울산광역시,여자,50 - 54세,2019 년,53382
울산광역시,여자,50 - 54세,2020 년,53700
울산광역시,여자,50 - 54세,2021 년,53537
울산광역시,여자,50 - 54세,2022 년,53282
울산광역시,여자,50 - 54세,2023 년,52448
울산광역시,여자,50 - 54세,2024 년,50660
울산광역시,여자,55 - 59세,1970 년,4107
울산광역시,여자,55 - 59세,1971 년,4248
울산광역시,여자,55 - 59세,1972 년,4259
울산광역시,여자,55 - 59세,1973 년,4281
울산광역시,여자,55 - 59세,1974 년,4357
울산광역시,여자,55 - 59세,1975 년,4493
울산광역시,여자,55 - 59세,1976 년,4697
울산광역시,여자,55 - 59세,1977 년,4962
울산광역시,여자,55 - 59세,1978 년,5305
울산광역시,여자,55 - 59세,1979 년,5666
울산광역시,여자,55 - 59세,1980 년,5964
울산광역시,여자,55 - 59세,1981 년,6172
울산광역시,여자,55 - 59세,1982 년,6400
울산광역시,여자,55 - 59세,1983 년,6675
울산광역시,여자,55 - 59세,1984 년,7013
울산광역시,여자,55 - 59세,1985 년,7387
울산광역시,여자,55 - 59세,1986 년,7523
울산광역시,여자,55 - 59세,1987 년,7790
울산광역시,여자,55 - 59세,1988 년,8197
울산광역시,여자,55 - 59세,1989 년,8655
울산광역시,여자,55 - 59세,1990 년,9095
울산광역시,여자,55 - 59세,1991 년,9752
울산광역시,여자,55 - 59세,1992 년,10385
울산광역시,여자,55 - 59세,1993 년,11038
울산광역시,여자,55 - 59세,1994 년,11685
울산광역시,여자,55 - 59세,1995 년,12270
울산광역시,여자,55 - 59세,1996 년,12989
울산광역시,여자,55 - 59세,1997 년,13824
울산광역시,여자,55 - 59세,1998 년,14323
울산광역시,여자,55 - 59세,1999 년,14496
울산광역시,여자,55 - 59세,2000 년,14712
울산광역시,여자,55 - 59세,2001 년,15254
울산광역시,여자,55 - 59세,2002 년,15916
울산광역시,여자,55 - 59세,2003 년,17018
울산광역시,여자,55 - 59세,2004 년,18295
울산광역시,여자,55 - 59세,2005 년,20033
울산광역시,여자,55 - 59세,2006 년,21674
울산광역시,여자,55 - 59세,2007 년,23224
울산광역시,여자,55 - 59세,2008 년,24802
울산광역시,여자,55 - 59세,2009 년,26368
울산광역시,여자,55 - 59세,2010 년,29140
울산광역시,여자,55 - 59세,2011 년,32365
울산광역시,여자,55 - 59세,2012 년,35033
울산광역시,여자,55 - 59세,2013 년,38006
울산광역시,여자,55 - 59세,2014 년,41283
울산광역시,여자,55 - 59세,2015 년,43894
울산광역시,여자,55 - 59세,2016 년,47524
울산광역시,여자,55 - 59세,2017 년,48789
울산광역시,여자,55 - 59세,2018 년,50135
울산광역시,여자,55 - 59세,2019 년,49839
울산광역시,여자,55 - 59세,2020 년,49797
울산광역시,여자,55 - 59세,2021 년,48560
울산광역시,여자,55 - 59세,2022 년,48897
울산광역시,여자,55 - 59세,2023 년,49227
울산광역시,여자,55 - 59세,2024 년,51636
울산광역시,여자,60 - 64세,1970 년,3409
울산광역시,여자,60 - 64세,1971 년,3577
울산광역시,여자,60 - 64세,1972 년,3647
울산광역시,여자,60 - 64세,1973 년,3730
울산광역시,여자,60 - 64세,1974 년,3770
울산광역시,여자,60 - 64세,1975 년,3878
울산광역시,여자,60 - 64세,1976 년,4122
울산광역시,여자,60 - 64세,1977 년,4334
울산광역시,여자,60 - 64세,1978 년,4481
울산광역시,여자,60 - 64세,1979 년,4613
울산광역시,여자,60 - 64세,1980 년,4784
울산광역시,여자,60 - 64세,1981 년,5004
울산광역시,여자,60 - 64세,1982 년,5288
울산광역시,여자,60 - 64세,1983 년,5643
울산광역시,여자,60 - 64세,1984 년,6021
울산광역시,여자,60 - 64세,1985 년,6341
울산광역시,여자,60 - 64세,1986 년,6398
울산광역시,여자,60 - 64세,1987 년,6520
울산광역시,여자,60 - 64세,1988 년,6754
울산광역시,여자,60 - 64세,1989 년,7057
울산광역시,여자,60 - 64세,1990 년,7421
울산광역시,여자,60 - 64세,1991 년,7813
울산광역시,여자,60 - 64세,1992 년,8256
울산광역시,여자,60 - 64세,1993 년,8693
울산광역시,여자,60 - 64세,1994 년,9138
울산광역시,여자,60 - 64세,1995 년,9659
울산광역시,여자,60 - 64세,1996 년,10455
울산광역시,여자,60 - 64세,1997 년,10981
울산광역시,여자,60 - 64세,1998 년,11453
울산광역시,여자,60 - 64세,1999 년,11856
울산광역시,여자,60 - 64세,2000 년,12137
울산광역시,여자,60 - 64세,2001 년,12785
울산광역시,여자,60 - 64세,2002 년,13522
울산광역시,여자,60 - 64세,2003 년,14062
울산광역시,여자,60 - 64세,2004 년,14431
울산광역시,여자,60 - 64세,2005 년,14689
울산광역시,여자,60 - 64세,2006 년,15014
울산광역시,여자,60 - 64세,2007 년,15481
울산광역시,여자,60 - 64세,2008 년,16312
울산광역시,여자,60 - 64세,2009 년,17455
울산광역시,여자,60 - 64세,2010 년,18779
울산광역시,여자,60 - 64세,2011 년,20602
울산광역시,여자,60 - 64세,2012 년,22287
울산광역시,여자,60 - 64세,2013 년,23839
울산광역시,여자,60 - 64세,2014 년,25526
울산광역시,여자,60 - 64세,2015 년,28386
울산광역시,여자,60 - 64세,2016 년,31436
울산광역시,여자,60 - 64세,2017 년,33890
울산광역시,여자,60 - 64세,2018 년,36465
울산광역시,여자,60 - 64세,2019 년,39432
울산광역시,여자,60 - 64세,2020 년,41959
울산광역시,여자,60 - 64세,2021 년,45092
울산광역시,여자,60 - 64세,2022 년,46339
울산광역시,여자,60 - 64세,2023 년,47850
울산광역시,여자,60 - 64세,2024 년,47662
울산광역시,여자,65 - 69세,1970 년,2333
울산광역시,여자,65 - 69세,1971 년,2573
울산광역시,여자,65 - 69세,1972 년,2581
울산광역시,여자,65 - 69세,1973 년,2744
울산광역시,여자,65 - 69세,1974 년,2978
울산광역시,여자,65 - 69세,1975 년,3182
울산광역시,여자,65 - 69세,1976 년,3369
울산광역시,여자,65 - 69세,1977 년,3567
울산광역시,여자,65 - 69세,1978 년,3762
울산광역시,여자,65 - 69세,1979 년,3927
울산광역시,여자,65 - 69세,1980 년,4117
울산광역시,여자,65 - 69세,1981 년,4234
울산광역시,여자,65 - 69세,1982 년,4358
울산광역시,여자,65 - 69세,1983 년,4467
울산광역시,여자,65 - 69세,1984 년,4595
울산광역시,여자,65 - 69세,1985 년,4766
울산광역시,여자,65 - 69세,1986 년,4884
울산광역시,여자,65 - 69세,1987 년,5111
울산광역시,여자,65 - 69세,1988 년,5450
울산광역시,여자,65 - 69세,1989 년,5881
울산광역시,여자,65 - 69세,1990 년,6283
울산광역시,여자,65 - 69세,1991 년,6505
울산광역시,여자,65 - 69세,1992 년,6733
울산광역시,여자,65 - 69세,1993 년,7005
울산광역시,여자,65 - 69세,1994 년,7351
울산광역시,여자,65 - 69세,1995 년,7740
울산광역시,여자,65 - 69세,1996 년,8100
울산광역시,여자,65 - 69세,1997 년,8554
울산광역시,여자,65 - 69세,1998 년,8877
울산광역시,여자,65 - 69세,1999 년,9135
울산광역시,여자,65 - 69세,2000 년,9546
울산광역시,여자,65 - 69세,2001 년,10177
울산광역시,여자,65 - 69세,2002 년,10595
울산광역시,여자,65 - 69세,2003 년,11006
울산광역시,여자,65 - 69세,2004 년,11410
울산광역시,여자,65 - 69세,2005 년,12089
울산광역시,여자,65 - 69세,2006 년,12446
울산광역시,여자,65 - 69세,2007 년,13317
울산광역시,여자,65 - 69세,2008 년,13979
울산광역시,여자,65 - 69세,2009 년,14448
울산광역시,여자,65 - 69세,2010 년,14637
울산광역시,여자,65 - 69세,2011 년,14579
울산광역시,여자,65 - 69세,2012 년,15038
울산광역시,여자,65 - 69세,2013 년,15666
울산광역시,여자,65 - 69세,2014 년,16813
울산광역시,여자,65 - 69세,2015 년,18139
울산광역시,여자,65 - 69세,2016 년,19893
울산광역시,여자,65 - 69세,2017 년,21403
울산광역시,여자,65 - 69세,2018 년,22843
울산광역시,여자,65 - 69세,2019 년,24380
울산광역시,여자,65 - 69세,2020 년,27145
울산광역시,여자,65 - 69세,2021 년,29883
울산광역시,여자,65 - 69세,2022 년,32189
울산광역시,여자,65 - 69세,2023 년,34795
울산광역시,여자,65 - 69세,2024 년,37713
울산광역시,여자,70 - 74세,1970 년,1854
울산광역시,여자,70 - 74세,1971 년,1953
울산광역시,여자,70 - 74세,1972 년,1955
울산광역시,여자,70 - 74세,1973 년,1973
울산광역시,여자,70 - 74세,1974 년,1934
울산광역시,여자,70 - 74세,1975 년,2091
울산광역시,여자,70 - 74세,1976 년,2172
울산광역시,여자,70 - 74세,1977 년,2278
울산광역시,여자,70 - 74세,1978 년,2440
울산광역시,여자,70 - 74세,1979 년,2650
울산광역시,여자,70 - 74세,1980 년,2827
울산광역시,여자,70 - 74세,1981 년,3001
울산광역시,여자,70 - 74세,1982 년,3204
울산광역시,여자,70 - 74세,1983 년,3394
울산광역시,여자,70 - 74세,1984 년,3577
울산광역시,여자,70 - 74세,1985 년,3769
울산광역시,여자,70 - 74세,1986 년,3797
울산광역시,여자,70 - 74세,1987 년,3920
울산광역시,여자,70 - 74세,1988 년,4110
울산광역시,여자,70 - 74세,1989 년,4302
울산광역시,여자,70 - 74세,1990 년,4572
울산광역시,여자,70 - 74세,1991 년,4760
울산광역시,여자,70 - 74세,1992 년,5036
울산광역시,여자,70 - 74세,1993 년,5407
울산광역시,여자,70 - 74세,1994 년,5799
울산광역시,여자,70 - 74세,1995 년,6123
울산광역시,여자,70 - 74세,1996 년,6308
울산광역시,여자,70 - 74세,1997 년,6531
울산광역시,여자,70 - 74세,1998 년,6726
울산광역시,여자,70 - 74세,1999 년,6976
울산광역시,여자,70 - 74세,2000 년,7238
울산광역시,여자,70 - 74세,2001 년,7554
울산광역시,여자,70 - 74세,2002 년,7929
울산광역시,여자,70 - 74세,2003 년,8284
울산광역시,여자,70 - 74세,2004 년,8675
울산광역시,여자,70 - 74세,2005 년,9199
울산광역시,여자,70 - 74세,2006 년,9834
울산광역시,여자,70 - 74세,2007 년,10217
울산광역시,여자,70 - 74세,2008 년,10606
울산광역시,여자,70 - 74세,2009 년,11101
울산광역시,여자,70 - 74세,2010 년,11545
울산광역시,여자,70 - 74세,2011 년,12074
울산광역시,여자,70 - 74세,2012 년,12924
울산광역시,여자,70 - 74세,2013 년,13827
울산광역시,여자,70 - 74세,2014 년,14230
울산광역시,여자,70 - 74세,2015 년,14570
울산광역시,여자,70 - 74세,2016 년,14071
울산광역시,여자,70 - 74세,2017 년,14465
울산광역시,여자,70 - 74세,2018 년,14933
울산광역시,여자,70 - 74세,2019 년,16046
울산광역시,여자,70 - 74세,2020 년,17324
울산광역시,여자,70 - 74세,2021 년,19013
울산광역시,여자,70 - 74세,2022 년,20502
울산광역시,여자,70 - 74세,2023 년,21905
울산광역시,여자,70 - 74세,2024 년,23372
울산광역시,여자,75 - 79세,1970 년,790
울산광역시,여자,75 - 79세,1971 년,915
울산광역시,여자,75 - 79세,1972 년,999
울산광역시,여자,75 - 79세,1973 년,1121
울산광역시,여자,75 - 79세,1974 년,1267
울산광역시,여자,75 - 79세,1975 년,1533
울산광역시,여자,75 - 79세,1976 년,1592
울산광역시,여자,75 - 79세,1977 년,1617
울산광역시,여자,75 - 79세,1978 년,1598
울산광역시,여자,75 - 79세,1979 년,1569
울산광역시,여자,75 - 79세,1980 년,1572
울산광역시,여자,75 - 79세,1981 년,1659
울산광역시,여자,75 - 79세,1982 년,1811
울산광역시,여자,75 - 79세,1983 년,1962
울산광역시,여자,75 - 79세,1984 년,2133
울산광역시,여자,75 - 79세,1985 년,2318
울산광역시,여자,75 - 79세,1986 년,2396
울산광역시,여자,75 - 79세,1987 년,2503
울산광역시,여자,75 - 79세,1988 년,2646
울산광역시,여자,75 - 79세,1989 년,2824
울산광역시,여자,75 - 79세,1990 년,3241
울산광역시,여자,75 - 79세,1991 년,3410
울산광역시,여자,75 - 79세,1992 년,3566
울산광역시,여자,75 - 79세,1993 년,3667
울산광역시,여자,75 - 79세,1994 년,3772
울산광역시,여자,75 - 79세,1995 년,3947
울산광역시,여자,75 - 79세,1996 년,4190
울산광역시,여자,75 - 79세,1997 년,4412
울산광역시,여자,75 - 79세,1998 년,4665
울산광역시,여자,75 - 79세,1999 년,4962
울산광역시,여자,75 - 79세,2000 년,5220
울산광역시,여자,75 - 79세,2001 년,5399
울산광역시,여자,75 - 79세,2002 년,5639
울산광역시,여자,75 - 79세,2003 년,5903
울산광역시,여자,75 - 79세,2004 년,6187
울산광역시,여자,75 - 79세,2005 년,6535
울산광역시,여자,75 - 79세,2006 년,6884
울산광역시,여자,75 - 79세,2007 년,7280
울산광역시,여자,75 - 79세,2008 년,7571
울산광역시,여자,75 - 79세,2009 년,7999
울산광역시,여자,75 - 79세,2010 년,8444
울산광역시,여자,75 - 79세,2011 년,9020
울산광역시,여자,75 - 79세,2012 년,9587
울산광역시,여자,75 - 79세,2013 년,10124
울산광역시,여자,75 - 79세,2014 년,10560
울산광역시,여자,75 - 79세,2015 년,11199
울산광역시,여자,75 - 79세,2016 년,11630
울산광역시,여자,75 - 79세,2017 년,12158
울산광역시,여자,75 - 79세,2018 년,12974
울산광역시,여자,75 - 79세,2019 년,13270
울산광역시,여자,75 - 79세,2020 년,13499
울산광역시,여자,75 - 79세,2021 년,13097
울산광역시,여자,75 - 79세,2022 년,13492
울산광역시,여자,75 - 79세,2023 년,13947
울산광역시,여자,75 - 79세,2024 년,15014
울산광역시,여자,80세이상,1970 년,788
울산광역시,여자,80세이상,1971 년,781
울산광역시,여자,80세이상,1972 년,795
울산광역시,여자,80세이상,1973 년,812
울산광역시,여자,80세이상,1974 년,841
울산광역시,여자,80세이상,1975 년,1030
울산광역시,여자,80세이상,1976 년,1097
울산광역시,여자,80세이상,1977 년,1183
울산광역시,여자,80세이상,1978 년,1279
울산광역시,여자,80세이상,1979 년,1386
울산광역시,여자,80세이상,1980 년,1502
울산광역시,여자,80세이상,1981 년,1511
울산광역시,여자,80세이상,1982 년,1550
울산광역시,여자,80세이상,1983 년,1599
울산광역시,여자,80세이상,1984 년,1665
울산광역시,여자,80세이상,1985 년,1730
울산광역시,여자,80세이상,1986 년,1793
울산광역시,여자,80세이상,1987 년,1882
울산광역시,여자,80세이상,1988 년,2004
울산광역시,여자,80세이상,1989 년,2142
울산광역시,여자,80세이상,1990 년,2470
울산광역시,여자,80세이상,1991 년,2668
울산광역시,여자,80세이상,1992 년,2880
울산광역시,여자,80세이상,1993 년,3105
울산광역시,여자,80세이상,1994 년,3346
울산광역시,여자,80세이상,1995 년,3604
울산광역시,여자,80세이상,1996 년,3987
울산광역시,여자,80세이상,1997 년,4205
울산광역시,여자,80세이상,1998 년,4340
울산광역시,여자,80세이상,1999 년,4428
울산광역시,여자,80세이상,2000 년,4564
울산광역시,여자,80세이상,2001 년,4860
울산광역시,여자,80세이상,2002 년,5218
울산광역시,여자,80세이상,2003 년,5583
울산광역시,여자,80세이상,2004 년,6047
울산광역시,여자,80세이상,2005 년,6489
울산광역시,여자,80세이상,2006 년,6931
울산광역시,여자,80세이상,2007 년,7576
울산광역시,여자,80세이상,2008 년,8100
울산광역시,여자,80세이상,2009 년,8706
울산광역시,여자,80세이상,2010 년,9334
울산광역시,여자,80세이상,2011 년,9866
울산광역시,여자,80세이상,2012 년,10491
울산광역시,여자,80세이상,2013 년,11097
울산광역시,여자,80세이상,2014 년,11872
울산광역시,여자,80세이상,2015 년,12651
울산광역시,여자,80세이상,2016 년,13736
울산광역시,여자,80세이상,2017 년,14542
울산광역시,여자,80세이상,2018 년,15363
울산광역시,여자,80세이상,2019 년,16367
울산광역시,여자,80세이상,2020 년,17417
울산광역시,여자,80세이상,2021 년,18318
울산광역시,여자,80세이상,2022 년,19257
울산광역시,여자,80세이상,2023 년,20460
울산광역시,여자,80세이상,2024 년,21272
울산광역시,여자,80 - 84세,2000 년,2835
울산광역시,여자,80 - 84세,2001 년,3033
울산광역시,여자,80 - 84세,2002 년,3223
울산광역시,여자,80 - 84세,2003 년,3495
울산광역시,여자,80 - 84세,2004 년,3849
울산광역시,여자,80 - 84세,2005 년,4107
울산광역시,여자,80 - 84세,2006 년,4349
울산광역시,여자,80 - 84세,2007 년,4734
울산광역시,여자,80 - 84세,2008 년,4918
울산광역시,여자,80 - 84세,2009 년,5197
울산광역시,여자,80 - 84세,2010 년,5520
울산광역시,여자,80 - 84세,2011 년,5775
울산광역시,여자,80 - 84세,2012 년,6066
울산광역시,여자,80 - 84세,2013 년,6374
울산광역시,여자,80 - 84세,2014 년,6815
울산광역시,여자,80 - 84세,2015 년,7270
울산광역시,여자,80 - 84세,2016 년,7975
울산광역시,여자,80 - 84세,2017 년,8384
울산광역시,여자,80 - 84세,2018 년,8815
울산광역시,여자,80 - 84세,2019 년,9188
울산광역시,여자,80 - 84세,2020 년,9659
울산광역시,여자,80 - 84세,2021 년,9946
울산광역시,여자,80 - 84세,2022 년,10490
울산광역시,여자,80 - 84세,2023 년,11290
울산광역시,여자,80 - 84세,2024 년,11548
울산광역시,여자,85 - 89세,2000 년,1252
울산광역시,여자,85 - 89세,2001 년,1373
울산광역시,여자,85 - 89세,2002 년,1510
울산광역시,여자,85 - 89세,2003 년,1585
울산광역시,여자,85 - 89세,2004 년,1658
울산광역시,여자,85 - 89세,2005 년,1768
울산광역시,여자,85 - 89세,2006 년,1887
울산광역시,여자,85 - 89세,2007 년,2041
울산광역시,여자,85 - 89세,2008 년,2305
울산광역시,여자,85 - 89세,2009 년,2575
울산광역시,여자,85 - 89세,2010 년,2799
울산광역시,여자,85 - 89세,2011 년,2985
울산광역시,여자,85 - 89세,2012 년,3209
울산광역시,여자,85 - 89세,2013 년,3338
울산광역시,여자,85 - 89세,2014 년,3575
울산광역시,여자,85 - 89세,2015 년,3804
울산광역시,여자,85 - 89세,2016 년,4043
울산광역시,여자,85 - 89세,2017 년,4264
울산광역시,여자,85 - 89세,2018 년,4522
울산광역시,여자,85 - 89세,2019 년,4917
울산광역시,여자,85 - 89세,2020 년,5286
울산광역시,여자,85 - 89세,2021 년,5762
울산광역시,여자,85 - 89세,2022 년,6049
울산광역시,여자,85 - 89세,2023 년,6298
울산광역시,여자,85 - 89세,2024 년,6601
울산광역시,여자,90 - 94세,2000 년,390
울산광역시,여자,90 - 94세,2001 년,389
울산광역시,여자,90 - 94세,2002 년,408
울산광역시,여자,90 - 94세,2003 년,417
울산광역시,여자,90 - 94세,2004 년,453
울산광역시,여자,90 - 94세,2005 년,518
울산광역시,여자,90 - 94세,2006 년,591
울산광역시,여자,90 - 94세,2007 년,689
울산광역시,여자,90 - 94세,2008 년,762
울산광역시,여자,90 - 94세,2009 년,799
울산광역시,여자,90 - 94세,2010 년,853
울산광역시,여자,90 - 94세,2011 년,911
울산광역시,여자,90 - 94세,2012 년,987
울산광역시,여자,90 - 94세,2013 년,1152
울산광역시,여자,90 - 94세,2014 년,1250
울산광역시,여자,90 - 94세,2015 년,1312
울산광역시,여자,90 - 94세,2016 년,1419
울산광역시,여자,90 - 94세,2017 년,1545
울산광역시,여자,90 - 94세,2018 년,1622
울산광역시,여자,90 - 94세,2019 년,1817
울산광역시,여자,90 - 94세,2020 년,2004
울산광역시,여자,90 - 94세,2021 년,2075
울산광역시,여자,90 - 94세,2022 년,2185
